symbol,total_records,high_volatility_count,high_volatility_ratio,avg_relative_ratio,avg_z_score,avg_confidence
002837,1699,1601,0.9423190111830488,0.05017822384672779,0.7084062804635654,0.8398677143335835
NCLH,1507,1419,0.9416058394160584,0.050446248109948626,0.682560559142522,0.8153430153416092
GEV,442,416,0.9411764705882353,0.04324867092172996,0.716866928012185,0.7622808406986973
603596,1699,1599,0.9411418481459682,0.047679418007483175,0.7558542127155358,0.8407330535004038
605117,1142,1074,0.9404553415061296,0.05359485359754386,0.7989883951955292,0.8767137836952958
688266,1440,1354,0.9402777777777778,0.0470766136902986,0.692692141350945,0.810529441823305
300474,1699,1596,0.9393761035903473,0.04804913980703336,0.6839942870215747,0.8207639980566905
300763,1650,1549,0.9387878787878788,0.053511496362061456,0.729954496292075,0.8505573362094192
688041,812,762,0.9384236453201971,0.05146474230951405,0.6611346414030344,0.8168624028222184
TTD,1507,1413,0.9376244193762442,0.04643559312126515,0.718653549787285,0.793167621212605
WBD,1507,1413,0.9376244193762442,0.0442252182887293,0.5012673828056301,0.7442086473556545
300223,1693,1587,0.9373892498523332,0.04938991034458772,0.7084189354218464,0.8205724301153694
CRWD,1507,1412,0.9369608493696084,0.04314999930325889,0.7343807454332594,0.7656056447112166
300558,1699,1591,0.9364331959976456,0.042946966075687175,0.7165766567688536,0.7834621622161728
002812,1684,1576,0.9358669833729216,0.04402876817577176,0.7316723312339481,0.7809109663763373
300339,1694,1585,0.935655253837072,0.0498638489324266,0.5785009107498181,0.777855946732805
M,1507,1410,0.935633709356337,0.046608724237140124,0.6870876144127672,0.7824813349835521
603659,1699,1589,0.935256032960565,0.04417256676151791,0.7547148406906274,0.782411525060223
300054,1696,1586,0.9351415094339622,0.043855660496556086,0.7205018799242094,0.793269635730489
SMCI,1507,1409,0.9349701393497014,0.052464800079624375,0.6730997270100262,0.8106748565495224
Z,1507,1408,0.9343065693430657,0.043966119590729456,0.680274070695943,0.7685496675699649
603806,1699,1587,0.9340788699234844,0.04452307773862422,0.7153868078212565,0.7870304450531328
002050,1699,1587,0.9340788699234844,0.04215238604537755,0.7089635482942276,0.7866268206710708
300866,1300,1214,0.9338461538461539,0.04345351691071416,0.7080161338007267,0.778309745900727
688047,857,800,0.9334889148191365,0.04833949085625081,0.6853412664338014,0.8140765434909217
BBWI,1507,1406,0.9329794293297943,0.04227301850041047,0.7218375942036975,0.7490991381084761
300450,1699,1585,0.9329017068864037,0.042721887389167164,0.7713366068326665,0.7851631714622173
002938,1699,1583,0.9317245438493231,0.04245034475431816,0.7520265566803862,0.8128585582151289
002624,1699,1583,0.9317245438493231,0.042443807541605615,0.6879627366297566,0.768082351773692
688122,1566,1459,0.9316730523627076,0.046091265464359,0.710217275835114,0.8022762721572952
002459,1698,1581,0.931095406360424,0.04873074779311837,0.7551786592916014,0.8109639017042066
CCL,1507,1403,0.9309887193098872,0.04813437821072783,0.6546831015942182,0.7848357870946082
002475,1699,1581,0.9305473808122425,0.039544203880899374,0.7452226534422914,0.7683854947100125
002409,1699,1580,0.9299587992937022,0.04524480416981017,0.7682163656219819,0.8237274896358043
002129,1699,1580,0.9299587992937022,0.04192922240649283,0.7599719144764335,0.7562380909647421
AMD,1507,1401,0.9296615792966157,0.04053283403419575,0.6971100793105025,0.7528124016627201
601100,1699,1579,0.9293702177751618,0.04034620659296262,0.7202214496745853,0.753656779222099
002241,1699,1579,0.9293702177751618,0.04287210673811407,0.7669712489367675,0.8039412195214561
000032,1688,1567,0.9283175355450237,0.04566389415397319,0.733923220968912,0.7985633419629198
APA,1507,1398,0.9276708692767087,0.045772064934334236,0.7321890599882389,0.7750155064366097
002709,1699,1574,0.9264273101824603,0.04660881612068205,0.7230013424759238,0.7988422782721761
300972,1143,1058,0.9256342957130359,0.05124561328316503,0.695869251895192,0.7986063626768304
603486,1699,1572,0.9252501471453797,0.04433361755756432,0.7176426890111274,0.7889556131909894
DDOG,1507,1394,0.9250165892501659,0.045212965423490514,0.706034763123551,0.7829786496168096
002292,1699,1569,0.9234844025897587,0.04690913365199253,0.7298877141579161,0.8083313378167529
300568,1699,1568,0.9228958210712184,0.04718558425842771,0.6990110347927764,0.8110816747335227
300316,1699,1568,0.9228958210712184,0.04320015501081194,0.7379765147723469,0.7739713563854412
002851,1699,1568,0.9228958210712184,0.04239441615230487,0.667749548063283,0.7572137947086197
600418,1699,1567,0.922307239552678,0.0479214060140733,0.7315071186615842,0.8115482782303378
002463,1699,1567,0.922307239552678,0.0448957191808239,0.6833826573812938,0.7936373747735399
ON,1507,1389,0.9216987392169874,0.039662349419317684,0.7713732606264341,0.7490285164855892
300418,1699,1561,0.9187757504414361,0.04687788278376257,0.665858275435348,0.7687009264420568
300002,1699,1558,0.9170100058858152,0.045599572868582454,0.6852275771584715,0.7582388358190452
002821,1699,1558,0.9170100058858152,0.04010531417672198,0.7567696683063023,0.7500940480516793
603833,1699,1556,0.9158328428487346,0.0394723599344508,0.751990601111354,0.7828264009929511
300207,1699,1556,0.9158328428487346,0.045527799137699304,0.7336538966901135,0.8015543461165915
301236,924,846,0.9155844155844156,0.04918648761023869,0.6488590798695582,0.8016865654443266
002180,1690,1545,0.9142011834319527,0.04077385187638305,0.7690209657864437,0.7857265767997971
002371,1699,1553,0.9140670982931136,0.04498728751022837,0.7391069225410585,0.7849374314863269
300413,1699,1551,0.912889935256033,0.04220660227411586,0.754362481169479,0.7984880962803069
300782,1590,1451,0.9125786163522013,0.045158638899175006,0.7439542361338495,0.7844480796917479
688578,1234,1126,0.9124797406807131,0.04150315155782227,0.7220831738295176,0.7284441036997532
002555,1699,1549,0.9117127722189523,0.0430184462580173,0.7513779996674531,0.7973729057109153
EQT,1507,1373,0.9110816191108162,0.044809929970393174,0.7315290083252255,0.7511043926929598
002607,1699,1547,0.9105356091818717,0.044893432082218625,0.7181679649107482,0.7683549728619125
300253,1694,1542,0.910271546635183,0.04158930138201096,0.7096441727611422,0.7457803186020353
300459,1699,1542,0.90759270158917,0.04929440454320679,0.7020739094798403,0.7931825261588208
600563,1699,1542,0.90759270158917,0.03973691272184157,0.7566506886958178,0.7497857536814446
603799,1689,1532,0.9070455891059799,0.044081552917446476,0.7268387830092173,0.7696941865167388
603939,1699,1541,0.9070041200706298,0.03856770842766862,0.7697847399247588,0.7448833727043515
600588,1699,1539,0.9058269570335491,0.04095176874620208,0.7186669173133368,0.7498103236772556
300083,1689,1529,0.9052693901716993,0.04666903331169192,0.7160135010705988,0.7888374731055694
300390,1699,1538,0.9052383755150089,0.050125484250234456,0.6624711275735821,0.7578505779287964
300058,1699,1536,0.9040612124779281,0.04591441363420178,0.6854584659449081,0.7659536425675084
603606,1699,1536,0.9040612124779281,0.04181471952823661,0.7604919061828471,0.7521912022344385
300346,1691,1528,0.9036073329390893,0.04684031142928314,0.6762871454958176,0.7743541421776571
688180,1328,1199,0.9028614457831325,0.04433225614216723,0.538232956385802,0.6964341564179131
600745,1685,1521,0.9026706231454006,0.04292268976007447,0.7479305135651779,0.7741825567469734
300285,1699,1533,0.9022954679223072,0.037677572263824316,0.7425925799140951,0.7329341440991678
002156,1699,1533,0.9022954679223072,0.04313491673343703,0.7366033089592499,0.7729701087583725
601799,1699,1533,0.9022954679223072,0.038618707796640714,0.7645725922339468,0.7620419696929911
301358,705,636,0.902127659574468,0.04375393411770185,0.6571847161795786,0.7511848300820614
300136,1699,1532,0.901706886403767,0.04067018409335571,0.6977918133828266,0.7390887586406969
002353,1699,1531,0.9011183048852266,0.03785860467033632,0.7248437459339858,0.739273106145811
688188,1553,1399,0.9008370895041854,0.0424520768070488,0.7029736785264857,0.7825661217398137
603816,1695,1526,0.9002949852507375,0.03830153971220404,0.7809292643199611,0.7656199568685608
BLDR,1507,1356,0.8998009289980093,0.038740900634630517,0.7162477944098495,0.6727548635298826
MPWR,1507,1355,0.8991373589913736,0.03911736574997349,0.7096464872223218,0.7227814516476277
000807,1699,1527,0.8987639788110653,0.04039147942660452,0.7351861305079205,0.753076215086799
002138,1699,1527,0.8987639788110653,0.03717121903277075,0.7352523208760796,0.7359452697902072
002444,1699,1527,0.8987639788110653,0.038673210953004154,0.7601316763173049,0.7439043680313229
000933,1689,1518,0.8987566607460036,0.04187017859744382,0.7596316315080371,0.7755681250181649
002738,1699,1526,0.898175397292525,0.04475773952557601,0.7575781166599819,0.7841068671678745
DASH,1270,1140,0.8976377952755905,0.046762163891935514,0.6897769240907424,0.7492978241760133
002466,1693,1518,0.8966331955109273,0.04659427229211642,0.7216490303828225,0.782870359808492
000818,1682,1508,0.896551724137931,0.04270102085597775,0.733631501507771,0.7578734361923826
603501,1698,1522,0.8963486454652533,0.04272607486728238,0.7770211840929537,0.7739136173629841
688223,953,854,0.8961175236096537,0.04164992487180581,0.7460056725896772,0.7419636386078456
300832,1372,1229,0.8957725947521866,0.03920166692404999,0.6607564717884202,0.7065683290109572
300033,1699,1521,0.8952324896998234,0.044249266964016654,0.6238757445371814,0.7159862881513046
002544,1699,1521,0.8952324896998234,0.0396652248526714,0.734495047014522,0.7557314494561967
002460,1699,1520,0.8946439081812831,0.04330851196277139,0.708200552734239,0.7482150780322432
300433,1699,1519,0.8940553266627428,0.04088936204641068,0.7091612761153919,0.7389496516452225
000034,1699,1517,0.8928781636256622,0.042488638816937034,0.725510990438594,0.7724252952515087
GNRC,1507,1345,0.8925016589250165,0.039401408169636415,0.7215435945432402,0.7118761248051797
002410,1699,1515,0.8917010005885815,0.03855043075622568,0.7754363271938137,0.7291579579655979
300748,1699,1515,0.8917010005885815,0.04525945102773656,0.6738991941128377,0.7709963511911998
300073,1689,1506,0.8916518650088809,0.043370175684184255,0.7463540847604984,0.7744963391354541
601155,1699,1513,0.8905238375515009,0.03791006190048135,0.7613330440563847,0.7157697592879458
002049,1686,1501,0.8902728351126927,0.041042445705337556,0.7576196242198325,0.7530035386827592
300627,1699,1512,0.8899352560329605,0.03899137755794014,0.7066455477958171,0.7329541251365521
300601,1699,1510,0.8887580929958799,0.04035181811721892,0.70791517495469,0.7106853275700988
300442,1689,1501,0.8886915334517466,0.04230757704472637,0.6878244045930519,0.7252724509632181
300457,1694,1505,0.8884297520661157,0.0435387459189004,0.6807083327318975,0.7531102946374506
600699,1699,1509,0.8881695114773396,0.03889623193545975,0.7289213932477295,0.7287935624461491
601012,1693,1503,0.8877731836975783,0.03821928629815197,0.7409088339039583,0.7056677834935567
603650,1699,1508,0.8875809299587993,0.04352385157586715,0.7048383088748789,0.7706634513541093
UAL,1507,1336,0.8865295288652952,0.0421391836766519,0.6904667013838482,0.7201108516541116
002273,1699,1505,0.8858151854031784,0.039007166604348734,0.7373248626200041,0.7580719649528036
000426,1699,1505,0.8858151854031784,0.039581300340920944,0.6025203503241979,0.707532915530775
688777,1240,1097,0.8846774193548387,0.03863047057297388,0.7112213350628782,0.7282788569262619
UBER,1507,1329,0.8818845388188454,0.038681477530527295,0.732653084645313,0.7052751695285878
000733,1699,1497,0.8811065332548558,0.04099861530570482,0.774549586227391,0.7427287780980568
002271,1699,1497,0.8811065332548558,0.037443179204422576,0.7799259628290611,0.736798916831381
600438,1699,1496,0.8805179517363155,0.041239033856719544,0.7458987628890762,0.7580100769907167
002916,1699,1496,0.8805179517363155,0.04010454470621823,0.6835566556389439,0.7365569639373092
300251,1699,1496,0.8805179517363155,0.03992207128789159,0.46310216929513914,0.6884297088913648
002891,1689,1487,0.8804026050917703,0.03925147223423865,0.7477254399465244,0.7400446326165608
300068,1694,1489,0.8789846517119244,0.044880777472864404,0.6773007148953283,0.7636727678113588
605589,1066,936,0.8780487804878049,0.03807279429248375,0.6913414143726205,0.7035824531085149
688472,623,547,0.8780096308186196,0.043201425613055934,0.6647641831934751,0.753889557350166
300408,1699,1490,0.8769864626250736,0.03554860619267151,0.6981894239359117,0.684121926082975
000975,1684,1476,0.8764845605700713,0.035807050663127,0.7147191656367312,0.6929911592595653
688126,1375,1205,0.8763636363636363,0.04290163518383638,0.5885981701858922,0.6989093991100118
601615,1684,1475,0.8758907363420427,0.03943763357308994,0.7429187899729311,0.7325059922041488
ALGN,1507,1319,0.8752488387524884,0.03707937702534364,0.7373902131127471,0.7063226043067953
603259,1699,1486,0.8746321365509123,0.03689238223713844,0.7439162244380669,0.7114847258661239
002028,1699,1485,0.874043555032372,0.03878437720144129,0.6409045980665659,0.7007223552492619
688235,982,858,0.8737270875763747,0.03706684555803033,0.6628792645299355,0.688235725886548
002756,1699,1482,0.872277810476751,0.04537750818887338,0.7677994896394341,0.7592245595132056
300919,1219,1063,0.8720262510254306,0.04456754188922869,0.7366267595025916,0.7629278016611646
MOS,1507,1314,0.8719309887193099,0.03804961050123732,0.6734041753739302,0.6768983873201047
002176,1687,1470,0.8713692946058091,0.044267589440592316,0.7143752006952709,0.7542371740497275
WDC,1507,1313,0.8712674187126742,0.036142139330510054,0.5153974067052368,0.6196336342722463
NVDA,1507,1312,0.8706038487060385,0.03850913283064715,0.7441913462103393,0.7058687760689532
RCL,1507,1308,0.8679495686794957,0.04253469861917515,0.6823220774804915,0.7083890229081926
000066,1699,1474,0.8675691583284285,0.04158615371615514,0.7339530458172497,0.7527328968168627
300628,1699,1474,0.8675691583284285,0.036267372235377036,0.7309710771577579,0.6981082402856428
600079,1688,1463,0.8667061611374408,0.038140467391938146,0.745672172473154,0.734674436504434
300896,1275,1105,0.8666666666666667,0.041827449014748344,0.6647517107189479,0.7214514818914066
000977,1693,1466,0.8659184878913172,0.04006975301644451,0.7515828333044507,0.7346209527126666
DXCM,1507,1303,0.8646317186463172,0.03641941661903229,0.7225980351951848,0.6951456175856685
603979,1699,1469,0.8646262507357269,0.037981911578458975,0.7176938060291497,0.719555139214903
600570,1699,1467,0.8634490876986463,0.03694661400513868,0.7360091429816517,0.6908552164806604
002472,1699,1467,0.8634490876986463,0.041711658356860706,0.780272101044593,0.7656950772994204
HAL,1507,1300,0.8626410086264101,0.03744245328379326,0.737253125180617,0.6836201685313457
002245,1695,1461,0.8619469026548673,0.04362517852785461,0.75832913909965,0.7568564643795648
300142,1699,1464,0.8616833431430253,0.03980676953906638,0.7001053671474249,0.7054291961295595
002074,1692,1457,0.8611111111111112,0.040866551887440115,0.7486001922681923,0.7418774902578527
300122,1699,1461,0.8599175985874044,0.040690226124872685,0.7241185440532464,0.7209848104594866
000831,1699,1460,0.859329017068864,0.042707435574538065,0.7011200326703121,0.7274443294352968
600183,1699,1460,0.859329017068864,0.03792183951885089,0.6372709359334396,0.6898869323971323
MU,1507,1295,0.8593231585932316,0.035562467942230634,0.6128218866730382,0.6480611767283814
001914,1688,1447,0.8572274881516587,0.039625234667276965,0.7455667754453598,0.7493785258927856
000887,1699,1456,0.8569746909947028,0.03880854246878166,0.7334874684082083,0.7252855108508581
000938,1699,1456,0.8569746909947028,0.03831439575335622,0.7307179322617111,0.7248394724477119
600763,1699,1456,0.8569746909947028,0.038157447880676376,0.694920279109767,0.6998409614783478
002389,1699,1456,0.8569746909947028,0.03939047983990788,0.7335469623490793,0.7394192036935018
600885,1699,1454,0.8557975279576221,0.03650353505696282,0.7615625642263533,0.7256753408561928
002025,1699,1454,0.8557975279576221,0.03936121343765548,0.7887432257807638,0.7701048149585753
300750,1699,1453,0.8552089464390819,0.03661230305496711,0.7634771581970144,0.6953417807287744
TPL,1507,1288,0.8546781685467817,0.03866661945222995,0.6279480380362753,0.658057009904214
002572,1699,1452,0.8546203649205415,0.0368549594047813,0.7565043816840321,0.7508491845866914
300001,1699,1452,0.8546203649205415,0.03831996201831212,0.6889717199008024,0.7031396112039717
MTCH,1507,1286,0.8533510285335103,0.03751341901552592,0.7741332136957112,0.7056837690044713
600460,1688,1439,0.8524881516587678,0.041325454496674796,0.6921035156690419,0.7180812411024065
300699,1699,1446,0.8510888758092996,0.03604702564628504,0.7471926835947411,0.7014820399451985
002407,1699,1446,0.8510888758092996,0.04232446901323415,0.728979561798107,0.7303766517957191
300383,1699,1446,0.8510888758092996,0.03689506593620186,0.6971955921867485,0.6753238087490961
600584,1694,1441,0.8506493506493507,0.039311642054799235,0.7295820435111362,0.7259343580805189
000988,1699,1442,0.8487345497351383,0.037601586270507456,0.6535774640554513,0.6818357928816405
FCX,1507,1277,0.847378898473789,0.03517039255384011,0.7402623850640082,0.658610474443859
600580,1699,1439,0.8469688051795173,0.03947964407889824,0.6078372422897049,0.6977092656603041
600426,1699,1439,0.8469688051795173,0.035209309694882104,0.7234049373719275,0.6887329629105607
002648,1699,1439,0.8469688051795173,0.036142715243556535,0.7087309412264223,0.6732602849371255
VLO,1507,1276,0.8467153284671532,0.03487893455192641,0.755987009640933,0.6571087781926874
600258,1699,1438,0.8463802236609771,0.036599716159369675,0.7624238209084914,0.7364789189311798
600316,1699,1437,0.8457916421424367,0.04191806626908605,0.7461305481365725,0.7381389520689688
002044,1699,1436,0.8452030606238964,0.03756394538281076,0.7407515556049384,0.7066331694746862
603885,1699,1436,0.8452030606238964,0.03638469105912179,0.7614249857644698,0.7338799794824757
601127,1698,1432,0.8433451118963486,0.046534065754217646,0.7684522630635315,0.7855204511882944
600754,1699,1432,0.8428487345497352,0.037916821007730826,0.8037857399854497,0.757281402217645
601567,1699,1431,0.8422601530311948,0.03846726680818457,0.7586903468373848,0.7036408463441226
603605,1699,1430,0.8416715715126545,0.035799530000801126,0.7593101445968938,0.7138913034621335
002281,1699,1429,0.8410829899941142,0.03802873897293989,0.7165823954119913,0.7034519655538808
603260,1699,1428,0.8404944084755739,0.039416772447317734,0.6213799245049639,0.6728807144484944
002130,1699,1426,0.8393172454384933,0.03952677311328894,0.7046558801797448,0.6892606249556215
601058,1699,1426,0.8393172454384933,0.03800778574576356,0.7468057831994317,0.702516172366223
STLD,1507,1264,0.8387524883875249,0.03406765027772311,0.7252620117671176,0.6357543553687333
WSM,1507,1264,0.8387524883875249,0.03624056810688564,0.672924557633313,0.6599838603867363
002497,1699,1425,0.8387286639199529,0.04128567211500164,0.7233494887730629,0.7348205261369565
000786,1699,1424,0.8381400824014126,0.03472141804144028,0.7345165773299861,0.690911009929099
002456,1684,1411,0.8378859857482185,0.03885312214291185,0.7198431822525445,0.7123169931555309
300124,1688,1413,0.8370853080568721,0.035113104219963394,0.7081452592066557,0.6641965634893657
002841,1699,1422,0.836962919364332,0.03313327043705596,0.7463931351563513,0.6604390331535649
002625,1699,1422,0.836962919364332,0.03930445646122141,0.700463323692525,0.6918753255858909
600521,1699,1421,0.8363743378457916,0.038935061509639324,0.7287340961287045,0.7211164830452627
600862,1699,1421,0.8363743378457916,0.039200552474511076,0.7328118264833924,0.7178547771076589
002532,1688,1411,0.8359004739336493,0.03861313367392943,0.7075379907568574,0.7233203996743206
603019,1686,1405,0.8333333333333334,0.03858131485666083,0.6959585855942839,0.7023948062943901
600160,1689,1407,0.8330373001776199,0.03675734978067789,0.7267041318551075,0.7049378629994333
000568,1699,1415,0.8328428487345497,0.03524098110271314,0.7536747921156327,0.6874024850188462
002027,1699,1414,0.8322542672160094,0.0343331936988511,0.7220115429688337,0.681505664681428
000963,1699,1413,0.8316656856974691,0.03483040719000959,0.7348860329425287,0.6682600379272742
PODD,1507,1253,0.8314532183145322,0.03666538177314505,0.7049517696008961,0.6984685274220773
600765,1699,1412,0.8310771041789288,0.03954883389105513,0.7277812886527588,0.7202806644299425
300012,1699,1412,0.8310771041789288,0.03423741880996097,0.7315058295362866,0.6665474927262596
600392,1699,1410,0.8298999411418482,0.04030426777785236,0.698280871874429,0.7031911772017175
000625,1699,1407,0.8281341965862272,0.039468671788936996,0.711754817845922,0.7320711716943319
600845,1698,1406,0.8280329799764429,0.03460092266629736,0.7435279080426594,0.6852023260009692
002414,1699,1406,0.8275456150676869,0.03662192586282882,0.694623614112965,0.6609490883709249
000519,1699,1401,0.8246027074749853,0.039524587903010014,0.739263663433894,0.7146917629839955
302132,1689,1392,0.8241563055062167,0.03885406412949443,0.6099703141792866,0.6377994943044643
LRCX,1507,1242,0.8241539482415395,0.03385396041026414,0.6542699843776946,0.629701014151828
000408,1692,1392,0.8226950354609929,0.038640312015654404,0.7503540446292293,0.7001067814426453
600486,1694,1391,0.8211334120425029,0.03415905661548103,0.7338162930445448,0.662297686687305
TECH,1507,1237,0.820836098208361,0.03219027836511418,0.7441630644936078,0.6382252114865118
TER,1507,1236,0.8201725282017253,0.033545592341495296,0.7154682021646838,0.6522002067871234
605499,1118,916,0.8193202146690519,0.035282802542072125,0.7269885450599258,0.6694380405136576
300529,1699,1390,0.8181283107710418,0.03499628386860271,0.7805417182025428,0.6937637085423326
000400,1699,1389,0.8175397292525015,0.037453227955196865,0.7377184030439059,0.6965803384219672
002405,1699,1389,0.8175397292525015,0.03750059162409732,0.7062327811300833,0.6969243312074602
002008,1699,1388,0.8169511477339612,0.034824735723423414,0.7452930683805081,0.6929351689814084
300017,1699,1387,0.8163625662154208,0.03723578965960512,0.6814785741226814,0.6744990612888191
603899,1699,1387,0.8163625662154208,0.032421962395203244,0.7389845495195335,0.659592965618735
601633,1699,1385,0.8151854031783402,0.039285995616816755,0.715147750985595,0.6952078868447379
600026,1697,1383,0.8149675898644667,0.038651973808366887,0.7334406041232656,0.7186309273669527
ABNB,1269,1034,0.8148148148148148,0.036331448437262645,0.6785956332099846,0.671858194544753
AXON,1507,1225,0.8128732581287326,0.03650177882303044,0.6087767838190088,0.6249296233884373
DVN,1507,1225,0.8128732581287326,0.03886778601441083,0.7146155680165391,0.6625481354577174
002244,1699,1380,0.8122424955856387,0.037241751565316165,0.7638323347220339,0.7130997085369422
002422,1699,1379,0.8116539140670983,0.032114626117599625,0.7209496575614697,0.6366339192548846
002558,1699,1378,0.811065332548558,0.037658636740610534,0.6658616929743061,0.6801143564187885
FIX,1507,1219,0.8088918380889184,0.03335157665608898,0.6451075514088737,0.5716416201750516
601233,1699,1374,0.8087110064743968,0.03419693537122309,0.7130055095088177,0.6614833085377535
MCHP,1507,1218,0.8082282680822827,0.032460133560444214,0.7406904867746577,0.6436962269027124
002131,1699,1373,0.8081224249558564,0.038780512592391,0.6872929612303218,0.660950481466953
600988,1693,1367,0.8074424099232133,0.036028660627080863,0.7338423773728231,0.6831587517270358
CF,1507,1216,0.8069011280690113,0.033698108627262545,0.7264846600063372,0.6309216005093009
